user_id,days_to_ob_from_created,count_purchases_d7,purchases_amount_d7,days_to_purchase_from_ob,LTV_D30,country_Australia,country_Canada,country_Germany,country_Japan,country_Mexico,country_United States,onboarding_incomplete,onboarding_new_ob_complete,onboarding_old_ob_complete,user_segment
1091,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1092,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,True,False,Non-Payer
1093,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,False,True,Non-Payer
1094,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1095,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1096,0.0,0,0.0,999.0,100.0,False,True,False,False,False,False,False,True,False,Dolphin
1097,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1098,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1099,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1100,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1101,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1102,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1103,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1104,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1105,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1106,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,False,True,Non-Payer
1107,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1108,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1109,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,False,True,Non-Payer
1110,999.0,0,0.0,999.0,0.0,False,False,False,True,False,False,True,False,False,Non-Payer
1111,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1112,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,False,True,Non-Payer
1113,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1114,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,False,True,Non-Payer
1115,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1116,0.0,1,10.0,3.0,10.0,False,False,False,False,False,True,False,False,True,Minnow
1117,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,False,True,Non-Payer
1118,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,False,True,Non-Payer
1119,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,False,True,Non-Payer
1120,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,False,True,Non-Payer
1121,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,False,True,Non-Payer
1122,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1123,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1124,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1125,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,False,True,Non-Payer
1126,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1127,999.0,0,0.0,999.0,0.0,False,False,False,True,False,False,True,False,False,Non-Payer
1128,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1129,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1130,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1131,0.0,0,0.0,999.0,110.0,False,False,False,False,False,True,False,False,True,Whale
1132,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1133,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1134,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1135,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,True,False,Non-Payer
1136,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,False,True,Non-Payer
1137,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1138,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1139,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,False,True,Non-Payer
1140,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1141,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,False,True,Non-Payer
1142,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1143,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1144,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1145,0.0,1,10.0,3.0,10.0,False,False,False,False,False,True,False,True,False,Minnow
1146,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1147,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1148,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1149,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1150,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,False,True,Non-Payer
1151,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1152,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,True,False,Non-Payer
1153,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1154,999.0,0,0.0,999.0,0.0,False,False,False,True,False,False,True,False,False,Non-Payer
1155,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,False,True,Non-Payer
1156,999.0,0,0.0,999.0,0.0,False,False,False,True,False,False,True,False,False,Non-Payer
1157,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1158,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1159,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1160,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1161,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1162,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,False,True,Non-Payer
1163,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1164,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,False,True,Non-Payer
1165,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1166,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1167,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,False,True,Non-Payer
1168,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,True,False,Non-Payer
1169,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1170,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1171,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,False,True,Non-Payer
1172,0.0,1,10.0,4.0,10.0,False,True,False,False,False,False,False,False,True,Minnow
1173,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,True,False,Non-Payer
1174,0.0,1,25.0,5.0,25.0,False,True,False,False,False,False,False,True,False,Minnow
1175,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1176,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,True,False,Non-Payer
1177,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,True,False,Non-Payer
1178,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1179,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,True,False,Non-Payer
1180,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,False,True,Non-Payer
1181,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1182,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,False,True,Non-Payer
1183,0.0,1,50.0,7.0,50.0,False,True,False,False,False,False,False,False,True,Dolphin
1184,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1185,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1186,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1187,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1188,0.0,1,10.0,3.0,10.0,False,False,False,False,False,True,False,True,False,Minnow
1189,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,True,False,Non-Payer
1190,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1191,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1192,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1193,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1194,0.0,1,25.0,6.0,35.0,False,False,False,False,False,True,False,True,False,Dolphin
1195,999.0,0,0.0,999.0,0.0,False,False,False,True,False,False,True,False,False,Non-Payer
1196,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1197,0.0,3,22.99,2.0,22.99,False,False,False,False,False,True,False,True,False,Minnow
1198,0.0,0,0.0,999.0,150.0,False,False,False,False,False,True,False,False,True,Whale
1199,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1200,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1201,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1202,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1203,0.0,1,10.0,3.0,10.0,False,True,False,False,False,False,False,False,True,Minnow
1204,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,True,False,Non-Payer
1205,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1206,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1207,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,True,False,Non-Payer
1208,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1209,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,False,True,Non-Payer
1210,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,False,True,Non-Payer
1211,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,False,True,Non-Payer
1212,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,False,True,Non-Payer
1213,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,True,False,Non-Payer
1214,999.0,0,0.0,999.0,0.0,False,False,False,True,False,False,True,False,False,Non-Payer
1215,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,True,False,Non-Payer
1216,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1217,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,False,True,Non-Payer
1218,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,False,True,Non-Payer
1219,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1220,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1221,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,True,False,Non-Payer
1222,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,False,True,Non-Payer
1223,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1224,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1225,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1226,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1227,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,False,True,Non-Payer
1228,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1229,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1230,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,True,False,Non-Payer
1231,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,False,True,Non-Payer
1232,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1233,999.0,0,0.0,999.0,0.0,False,False,False,True,False,False,True,False,False,Non-Payer
1234,999.0,0,0.0,999.0,0.0,False,False,False,True,False,False,True,False,False,Non-Payer
1235,999.0,0,0.0,999.0,0.0,False,False,False,True,False,False,True,False,False,Non-Payer
1236,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1237,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1238,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,True,False,Non-Payer
1239,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1240,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,False,True,Non-Payer
1241,999.0,0,0.0,999.0,0.0,False,False,False,True,False,False,True,False,False,Non-Payer
1242,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,False,True,Non-Payer
1243,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,False,True,Non-Payer
1244,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,False,True,Non-Payer
1245,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,True,False,Non-Payer
1246,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,False,True,Non-Payer
1247,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1248,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1249,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
1250,0.0,1,10.0,3.0,10.0,False,False,False,False,False,True,False,True,False,Minnow
1251,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,False,True,Non-Payer
1252,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,True,False,Non-Payer
1253,0.0,0,0.0,999.0,50.0,False,True,False,False,False,False,False,False,True,Dolphin
1254,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,False,True,Non-Payer
1255,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1256,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1257,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1258,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1259,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1260,0.0,1,10.0,1.0,10.0,False,True,False,False,False,False,False,True,False,Minnow
1261,0.0,0,0.0,999.0,50.0,False,True,False,False,False,False,False,True,False,Dolphin
1262,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1263,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,True,False,Non-Payer
1264,0.0,1,50.0,7.0,50.0,False,True,False,False,False,False,False,True,False,Dolphin
1265,0.0,0,0.0,999.0,50.0,False,True,False,False,False,False,False,False,True,Dolphin
1266,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1267,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,False,True,Non-Payer
1268,999.0,0,0.0,999.0,0.0,False,False,False,True,False,False,True,False,False,Non-Payer
1269,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1270,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1271,999.0,0,0.0,999.0,0.0,False,False,False,True,False,False,True,False,False,Non-Payer
1272,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1273,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,False,True,Non-Payer
1274,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1275,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,False,True,Non-Payer
1276,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1277,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1278,0.0,0,0.0,999.0,100.0,False,False,False,False,False,True,False,True,False,Dolphin
1279,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1280,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1281,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,False,True,Non-Payer
1282,0.0,0,0.0,999.0,0.0,True,False,False,False,False,False,False,True,False,Non-Payer
1283,0.0,1,25.0,6.0,25.0,False,False,False,False,False,True,False,True,False,Minnow
1284,0.0,0,0.0,999.0,0.0,False,False,True,False,False,False,False,True,False,Non-Payer
1285,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1286,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1287,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1288,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1289,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,False,True,Non-Payer
1290,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,False,True,Non-Payer
1291,0.0,0,0.0,999.0,0.0,False,False,False,False,False,True,False,True,False,Non-Payer
1292,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1293,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,False,True,Non-Payer
1294,0.0,0,0.0,999.0,0.0,False,False,False,False,True,False,False,True,False,Non-Payer
1295,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,False,True,Non-Payer
1296,999.0,0,0.0,999.0,0.0,False,False,False,False,False,True,True,False,False,Non-Payer
1297,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,False,True,Non-Payer
1298,0.0,0,0.0,999.0,0.0,False,True,False,False,False,False,False,True,False,Non-Payer
