user_id,action,action_date
1063,"onboarding complete","2020-01-01"
1064,"onboarding complete","2020-01-01"
1065,"onboarding complete","2020-01-01"
1066,"onboarding complete","2020-01-01"
1067,"onboarding complete","2020-01-01"
1068,"onboarding complete","2020-01-01"
1069,"onboarding complete","2020-01-01"
1071,"onboarding complete","2020-01-01"
1072,"onboarding complete","2020-01-01"
1073,"onboarding complete","2020-01-01"
1074,"onboarding complete","2020-01-01"
1075,"onboarding complete","2020-01-01"
1077,"onboarding complete","2020-01-01"
1079,"onboarding complete","2020-01-01"
1083,"onboarding complete","2020-01-01"
1087,"onboarding complete","2020-01-01"
1088,"onboarding complete","2020-01-01"
1089,"onboarding complete","2020-01-01"
1092,"onboarding complete","2020-01-01"
1093,"onboarding complete","2020-01-01"
1095,"onboarding complete","2020-01-01"
1096,"onboarding complete","2020-01-01"
1097,"onboarding complete","2020-01-01"
1098,"onboarding complete","2020-01-01"
1099,"onboarding complete","2020-01-01"
1100,"onboarding complete","2020-01-01"
1101,"onboarding complete","2020-01-01"
1102,"onboarding complete","2020-01-01"
1103,"onboarding complete","2020-01-01"
1106,"onboarding complete","2020-01-01"
1107,"onboarding complete","2020-01-01"
1108,"onboarding complete","2020-01-01"
1109,"onboarding complete","2020-01-01"
1111,"onboarding complete","2020-01-01"
1112,"onboarding complete","2020-01-01"
1114,"onboarding complete","2020-01-01"
1115,"onboarding complete","2020-01-01"
1116,"onboarding complete","2020-01-01"
1117,"onboarding complete","2020-01-01"
1118,"onboarding complete","2020-01-01"
1119,"onboarding complete","2020-01-01"
1120,"onboarding complete","2020-01-01"
1121,"onboarding complete","2020-01-01"
1123,"onboarding complete","2020-01-01"
1125,"onboarding complete","2020-01-01"
1126,"onboarding complete","2020-01-01"
1129,"onboarding complete","2020-01-01"
1130,"onboarding complete","2020-01-01"
1131,"onboarding complete","2020-01-01"
1132,"onboarding complete","2020-01-01"
1135,"onboarding complete","2020-01-01"
1136,"onboarding complete","2020-01-01"
1137,"onboarding complete","2020-01-01"
1138,"onboarding complete","2020-01-01"
1139,"onboarding complete","2020-01-01"
1140,"onboarding complete","2020-01-01"
1141,"onboarding complete","2020-01-01"
1143,"onboarding complete","2020-01-01"
1144,"onboarding complete","2020-01-01"
1145,"onboarding complete","2020-01-01"
1146,"onboarding complete","2020-01-01"
1148,"onboarding complete","2020-01-01"
1149,"onboarding complete","2020-01-01"
1150,"onboarding complete","2020-01-01"
1151,"onboarding complete","2020-01-01"
1152,"onboarding complete","2020-01-01"
1153,"onboarding complete","2020-01-01"
1155,"onboarding complete","2020-01-01"
1158,"onboarding complete","2020-01-01"
1159,"onboarding complete","2020-01-01"
1162,"onboarding complete","2020-01-01"
1164,"onboarding complete","2020-01-01"
1167,"onboarding complete","2020-01-01"
1168,"onboarding complete","2020-01-01"
1169,"onboarding complete","2020-01-01"
1170,"onboarding complete","2020-01-01"
1171,"onboarding complete","2020-01-01"
1172,"onboarding complete","2020-01-01"
1173,"onboarding complete","2020-01-01"
1174,"onboarding complete","2020-01-01"
1175,"onboarding complete","2020-01-01"
1176,"onboarding complete","2020-01-01"
1177,"onboarding complete","2020-01-01"
1179,"onboarding complete","2020-01-01"
1180,"onboarding complete","2020-01-01"
1181,"onboarding complete","2020-01-01"
1182,"onboarding complete","2020-01-01"
1183,"onboarding complete","2020-01-01"
1185,"onboarding complete","2020-01-01"
1186,"onboarding complete","2020-01-01"
1188,"onboarding complete","2020-01-01"
1189,"onboarding complete","2020-01-01"
1190,"onboarding complete","2020-01-01"
1191,"onboarding complete","2020-01-01"
1192,"onboarding complete","2020-01-01"
1193,"onboarding complete","2020-01-01"
1194,"onboarding complete","2020-01-01"
1196,"onboarding complete","2020-01-01"
1197,"onboarding complete","2020-01-01"
1198,"onboarding complete","2020-01-01"
1199,"onboarding complete","2020-01-01"
1200,"onboarding complete","2020-01-01"
1202,"onboarding complete","2020-01-01"
1203,"onboarding complete","2020-01-01"
1204,"onboarding complete","2020-01-01"
1206,"onboarding complete","2020-01-01"
1207,"onboarding complete","2020-01-01"
1208,"onboarding complete","2020-01-01"
1209,"onboarding complete","2020-01-01"
1210,"onboarding complete","2020-01-01"
1211,"onboarding complete","2020-01-01"
1212,"onboarding complete","2020-01-01"
1213,"onboarding complete","2020-01-01"
1215,"onboarding complete","2020-01-01"
1216,"onboarding complete","2020-01-01"
1217,"onboarding complete","2020-01-01"
1218,"onboarding complete","2020-01-01"
1219,"onboarding complete","2020-01-01"
1220,"onboarding complete","2020-01-01"
1221,"onboarding complete","2020-01-01"
1222,"onboarding complete","2020-01-01"
1223,"onboarding complete","2020-01-01"
1224,"onboarding complete","2020-01-01"
1225,"onboarding complete","2020-01-01"
1226,"onboarding complete","2020-01-01"
1227,"onboarding complete","2020-01-01"
1228,"onboarding complete","2020-01-01"
1229,"onboarding complete","2020-01-01"
1230,"onboarding complete","2020-01-01"
1231,"onboarding complete","2020-01-01"
1232,"onboarding complete","2020-01-01"
1236,"onboarding complete","2020-01-01"
1238,"onboarding complete","2020-01-01"
1240,"onboarding complete","2020-01-01"
1242,"onboarding complete","2020-01-01"
1243,"onboarding complete","2020-01-01"
1244,"onboarding complete","2020-01-01"
1245,"onboarding complete","2020-01-01"
1246,"onboarding complete","2020-01-01"
1247,"onboarding complete","2020-01-01"
1249,"onboarding complete","2020-01-01"
1250,"onboarding complete","2020-01-01"
1251,"onboarding complete","2020-01-01"
1252,"onboarding complete","2020-01-01"
1253,"onboarding complete","2020-01-01"
1254,"onboarding complete","2020-01-01"
1258,"onboarding complete","2020-01-01"
1259,"onboarding complete","2020-01-01"
1260,"onboarding complete","2020-01-01"
1261,"onboarding complete","2020-01-01"
1263,"onboarding complete","2020-01-01"
1264,"onboarding complete","2020-01-01"
1265,"onboarding complete","2020-01-01"
1266,"onboarding complete","2020-01-01"
1267,"onboarding complete","2020-01-01"
1269,"onboarding complete","2020-01-01"
1270,"onboarding complete","2020-01-01"
1272,"onboarding complete","2020-01-01"
1273,"onboarding complete","2020-01-01"
1274,"onboarding complete","2020-01-01"
1275,"onboarding complete","2020-01-01"
1276,"onboarding complete","2020-01-01"
1278,"onboarding complete","2020-01-01"
1280,"onboarding complete","2020-01-01"
1281,"onboarding complete","2020-01-01"
1282,"onboarding complete","2020-01-01"
1283,"onboarding complete","2020-01-01"
1284,"onboarding complete","2020-01-01"
1285,"onboarding complete","2020-01-01"
1286,"onboarding complete","2020-01-01"
1287,"onboarding complete","2020-01-01"
1288,"onboarding complete","2020-01-01"
1289,"onboarding complete","2020-01-01"
1290,"onboarding complete","2020-01-01"
1291,"onboarding complete","2020-01-01"
1292,"onboarding complete","2020-01-01"
1293,"onboarding complete","2020-01-01"
1294,"onboarding complete","2020-01-01"
1295,"onboarding complete","2020-01-01"
1297,"onboarding complete","2020-01-01"
1298,"onboarding complete","2020-01-01"
1300,"onboarding complete","2020-01-01"
1301,"onboarding complete","2020-01-01"
1302,"onboarding complete","2020-01-01"
1305,"onboarding complete","2020-01-01"
1306,"onboarding complete","2020-01-01"
1308,"onboarding complete","2020-01-01"
1309,"onboarding complete","2020-01-01"
1310,"onboarding complete","2020-01-01"
1311,"onboarding complete","2020-01-01"
1312,"onboarding complete","2020-01-01"
1314,"onboarding complete","2020-01-01"
1315,"onboarding complete","2020-01-01"
1316,"onboarding complete","2020-01-01"
1318,"onboarding complete","2020-01-01"
1319,"onboarding complete","2020-01-01"
1320,"onboarding complete","2020-01-01"
1321,"onboarding complete","2020-01-01"
1323,"onboarding complete","2020-01-01"
1324,"onboarding complete","2020-01-01"
1326,"onboarding complete","2020-01-01"
1327,"onboarding complete","2020-01-01"
1328,"onboarding complete","2020-01-01"
1329,"onboarding complete","2020-01-01"
1330,"onboarding complete","2020-01-01"
1331,"onboarding complete","2020-01-01"
1332,"onboarding complete","2020-01-01"
1333,"onboarding complete","2020-01-01"
1334,"onboarding complete","2020-01-01"
1335,"onboarding complete","2020-01-01"
1336,"onboarding complete","2020-01-01"
1338,"onboarding complete","2020-01-01"
1340,"onboarding complete","2020-01-01"
1341,"onboarding complete","2020-01-01"
1342,"onboarding complete","2020-01-01"
1343,"onboarding complete","2020-01-01"
1344,"onboarding complete","2020-01-01"
1345,"onboarding complete","2020-01-01"
1347,"onboarding complete","2020-01-01"
1348,"onboarding complete","2020-01-01"
1349,"onboarding complete","2020-01-01"
1351,"onboarding complete","2020-01-01"
1352,"onboarding complete","2020-01-01"
1353,"onboarding complete","2020-01-01"
1354,"onboarding complete","2020-01-01"
1355,"onboarding complete","2020-01-01"
1356,"onboarding complete","2020-01-01"
1357,"onboarding complete","2020-01-01"
1358,"onboarding complete","2020-01-01"
1359,"onboarding complete","2020-01-01"
1360,"onboarding complete","2020-01-01"
1361,"onboarding complete","2020-01-01"
1363,"onboarding complete","2020-01-01"
1365,"onboarding complete","2020-01-01"
1367,"onboarding complete","2020-01-01"
1368,"onboarding complete","2020-01-01"
1369,"onboarding complete","2020-01-01"
1370,"onboarding complete","2020-01-01"
1371,"onboarding complete","2020-01-01"
1374,"onboarding complete","2020-01-01"
1375,"onboarding complete","2020-01-01"
1377,"onboarding complete","2020-01-01"
1378,"onboarding complete","2020-01-01"
1379,"onboarding complete","2020-01-01"
1381,"onboarding complete","2020-01-01"
1382,"onboarding complete","2020-01-01"
1383,"onboarding complete","2020-01-01"
1385,"onboarding complete","2020-01-01"
1386,"onboarding complete","2020-01-01"
1387,"onboarding complete","2020-01-01"
1388,"onboarding complete","2020-01-01"
1390,"onboarding complete","2020-01-01"
1391,"onboarding complete","2020-01-01"
1393,"onboarding complete","2020-01-01"
1394,"onboarding complete","2020-01-01"
1395,"onboarding complete","2020-01-01"
1397,"onboarding complete","2020-01-01"
1398,"onboarding complete","2020-01-01"
1399,"onboarding complete","2020-01-01"
1400,"onboarding complete","2020-01-01"
1401,"onboarding complete","2020-01-01"
1402,"onboarding complete","2020-01-01"
1403,"onboarding complete","2020-01-01"
1405,"onboarding complete","2020-01-01"
1406,"onboarding complete","2020-01-01"
1407,"onboarding complete","2020-01-01"
1409,"onboarding complete","2020-01-01"
1410,"onboarding complete","2020-01-01"
1411,"onboarding complete","2020-01-01"
1414,"onboarding complete","2020-01-01"
1415,"onboarding complete","2020-01-01"
1417,"onboarding complete","2020-01-01"
1418,"onboarding complete","2020-01-01"
1419,"onboarding complete","2020-01-01"
1421,"onboarding complete","2020-01-01"
1422,"onboarding complete","2020-01-01"
1423,"onboarding complete","2020-01-01"
1425,"onboarding complete","2020-01-01"
1426,"onboarding complete","2020-01-01"
1428,"onboarding complete","2020-01-01"
1429,"onboarding complete","2020-01-01"
1430,"onboarding complete","2020-01-01"
1431,"onboarding complete","2020-01-01"
1433,"onboarding complete","2020-01-01"
1435,"onboarding complete","2020-01-01"
1436,"onboarding complete","2020-01-01"
1437,"onboarding complete","2020-01-01"
1438,"onboarding complete","2020-01-01"
1440,"onboarding complete","2020-01-01"
1441,"onboarding complete","2020-01-01"
1442,"onboarding complete","2020-01-01"
1445,"onboarding complete","2020-01-01"
1446,"onboarding complete","2020-01-01"
1447,"onboarding complete","2020-01-01"
1449,"onboarding complete","2020-01-01"
1451,"onboarding complete","2020-01-01"
1452,"onboarding complete","2020-01-01"
1453,"onboarding complete","2020-01-01"
1454,"onboarding complete","2020-01-01"
1455,"onboarding complete","2020-01-01"
1456,"onboarding complete","2020-01-01"
1457,"onboarding complete","2020-01-01"
1458,"onboarding complete","2020-01-01"
1459,"onboarding complete","2020-01-01"
1460,"onboarding complete","2020-01-01"
1463,"onboarding complete","2020-01-01"
1464,"onboarding complete","2020-01-01"
1465,"onboarding complete","2020-01-01"
1466,"onboarding complete","2020-01-01"
1468,"onboarding complete","2020-01-01"
1469,"onboarding complete","2020-01-01"
1470,"onboarding complete","2020-01-01"
1471,"onboarding complete","2020-01-01"
1472,"onboarding complete","2020-01-01"
1473,"onboarding complete","2020-01-01"
1474,"onboarding complete","2020-01-01"
1476,"onboarding complete","2020-01-01"
1477,"onboarding complete","2020-01-01"
1478,"onboarding complete","2020-01-01"
1479,"onboarding complete","2020-01-01"
1480,"onboarding complete","2020-01-01"
1481,"onboarding complete","2020-01-01"
1482,"onboarding complete","2020-01-01"
1485,"onboarding complete","2020-01-01"
1486,"onboarding complete","2020-01-01"
1487,"onboarding complete","2020-01-01"
1488,"onboarding complete","2020-01-01"
1489,"onboarding complete","2020-01-01"
1490,"onboarding complete","2020-01-01"
1492,"onboarding complete","2020-01-01"
1493,"onboarding complete","2020-01-01"
1494,"onboarding complete","2020-01-01"
1495,"onboarding complete","2020-01-01"
1496,"onboarding complete","2020-01-01"
1497,"onboarding complete","2020-01-01"
1498,"onboarding complete","2020-01-01"
1499,"onboarding complete","2020-01-01"
1500,"onboarding complete","2020-01-01"
1501,"onboarding complete","2020-01-01"
1502,"onboarding complete","2020-01-01"
1503,"onboarding complete","2020-01-01"
1504,"onboarding complete","2020-01-01"
1505,"onboarding complete","2020-01-01"
1506,"onboarding complete","2020-01-01"
1507,"onboarding complete","2020-01-01"
1508,"onboarding complete","2020-01-01"
1509,"onboarding complete","2020-01-01"
1511,"onboarding complete","2020-01-01"
1512,"onboarding complete","2020-01-01"
1513,"onboarding complete","2020-01-01"
1515,"onboarding complete","2020-01-01"
1516,"onboarding complete","2020-01-01"
1517,"onboarding complete","2020-01-01"
1518,"onboarding complete","2020-01-01"
1519,"onboarding complete","2020-01-01"
1520,"onboarding complete","2020-01-01"
1522,"onboarding complete","2020-01-01"
1523,"onboarding complete","2020-01-01"
1524,"onboarding complete","2020-01-01"
1525,"onboarding complete","2020-01-01"
1527,"onboarding complete","2020-01-01"
1530,"onboarding complete","2020-01-01"
1531,"onboarding complete","2020-01-01"
1532,"onboarding complete","2020-01-01"
1533,"onboarding complete","2020-01-01"
1534,"onboarding complete","2020-01-01"
1535,"onboarding complete","2020-01-01"
1536,"onboarding complete","2020-01-01"
1537,"onboarding complete","2020-01-01"
1540,"onboarding complete","2020-01-01"
1541,"onboarding complete","2020-01-01"
1543,"onboarding complete","2020-01-01"
1544,"onboarding complete","2020-01-01"
1545,"onboarding complete","2020-01-01"
1546,"onboarding complete","2020-01-01"
1548,"onboarding complete","2020-01-01"
1550,"onboarding complete","2020-01-01"
1551,"onboarding complete","2020-01-01"
1552,"onboarding complete","2020-01-01"
1553,"onboarding complete","2020-01-01"
1554,"onboarding complete","2020-01-01"
1556,"onboarding complete","2020-01-01"
1557,"onboarding complete","2020-01-01"
1563,"onboarding complete","2020-01-01"
1564,"onboarding complete","2020-01-01"
1566,"onboarding complete","2020-01-01"
1567,"onboarding complete","2020-01-01"
1568,"onboarding complete","2020-01-01"
1569,"onboarding complete","2020-01-01"
1570,"onboarding complete","2020-01-01"
1571,"onboarding complete","2020-01-01"
1572,"onboarding complete","2020-01-01"
1574,"onboarding complete","2020-01-01"
1575,"onboarding complete","2020-01-01"
1576,"onboarding complete","2020-01-01"
1577,"onboarding complete","2020-01-01"
1578,"onboarding complete","2020-01-01"
1579,"onboarding complete","2020-01-01"
1580,"onboarding complete","2020-01-01"
1581,"onboarding complete","2020-01-01"
1582,"onboarding complete","2020-01-01"
1584,"onboarding complete","2020-01-01"
1585,"onboarding complete","2020-01-01"
1587,"onboarding complete","2020-01-01"
1588,"onboarding complete","2020-01-01"
1589,"onboarding complete","2020-01-01"
1592,"onboarding complete","2020-01-01"
1593,"onboarding complete","2020-01-01"
1594,"onboarding complete","2020-01-01"
1596,"onboarding complete","2020-01-01"
1598,"onboarding complete","2020-01-01"
1599,"onboarding complete","2020-01-01"
1601,"onboarding complete","2020-01-01"
1602,"onboarding complete","2020-01-01"
1604,"onboarding complete","2020-01-01"
1605,"onboarding complete","2020-01-01"
1606,"onboarding complete","2020-01-01"
1607,"onboarding complete","2020-01-01"
1608,"onboarding complete","2020-01-01"
1609,"onboarding complete","2020-01-01"
1610,"onboarding complete","2020-01-01"
1611,"onboarding complete","2020-01-01"
1613,"onboarding complete","2020-01-01"
1614,"onboarding complete","2020-01-01"
1615,"onboarding complete","2020-01-01"
1617,"onboarding complete","2020-01-01"
1618,"onboarding complete","2020-01-01"
1619,"onboarding complete","2020-01-01"
1621,"onboarding complete","2020-01-01"
1622,"onboarding complete","2020-01-01"
1623,"onboarding complete","2020-01-01"
1624,"onboarding complete","2020-01-01"
1625,"onboarding complete","2020-01-01"
1626,"onboarding complete","2020-01-01"
1628,"onboarding complete","2020-01-01"
1629,"onboarding complete","2020-01-01"
1631,"onboarding complete","2020-01-01"
1632,"onboarding complete","2020-01-01"
1633,"onboarding complete","2020-01-01"
1634,"onboarding complete","2020-01-01"
1635,"onboarding complete","2020-01-01"
1636,"onboarding complete","2020-01-01"
1637,"onboarding complete","2020-01-01"
1638,"onboarding complete","2020-01-01"
1639,"onboarding complete","2020-01-01"
1640,"onboarding complete","2020-01-01"
1641,"onboarding complete","2020-01-01"
1646,"onboarding complete","2020-01-01"
1647,"onboarding complete","2020-01-01"
1648,"onboarding complete","2020-01-01"
1649,"onboarding complete","2020-01-01"
1650,"onboarding complete","2020-01-01"
1651,"onboarding complete","2020-01-01"
1652,"onboarding complete","2020-01-01"
1653,"onboarding complete","2020-01-01"
1654,"onboarding complete","2020-01-01"
1655,"onboarding complete","2020-01-01"
1656,"onboarding complete","2020-01-01"
1657,"onboarding complete","2020-01-01"
1658,"onboarding complete","2020-01-01"
1659,"onboarding complete","2020-01-01"
1660,"onboarding complete","2020-01-01"
1661,"onboarding complete","2020-01-01"
1662,"onboarding complete","2020-01-01"
1663,"onboarding complete","2020-01-01"
1664,"onboarding complete","2020-01-01"
1668,"onboarding complete","2020-01-01"
1669,"onboarding complete","2020-01-01"
1670,"onboarding complete","2020-01-01"
1671,"onboarding complete","2020-01-01"
1672,"onboarding complete","2020-01-01"
1673,"onboarding complete","2020-01-01"
1674,"onboarding complete","2020-01-01"
1675,"onboarding complete","2020-01-01"
1676,"onboarding complete","2020-01-01"
1677,"onboarding complete","2020-01-01"
1678,"onboarding complete","2020-01-01"
1679,"onboarding complete","2020-01-01"
1683,"onboarding complete","2020-01-01"
1684,"onboarding complete","2020-01-01"
1685,"onboarding complete","2020-01-01"
1687,"onboarding complete","2020-01-01"
1689,"onboarding complete","2020-01-01"
1690,"onboarding complete","2020-01-01"
1691,"onboarding complete","2020-01-01"
1693,"onboarding complete","2020-01-01"
1694,"onboarding complete","2020-01-01"
1695,"onboarding complete","2020-01-01"
1696,"onboarding complete","2020-01-01"
1697,"onboarding complete","2020-01-01"
1698,"onboarding complete","2020-01-01"
1699,"onboarding complete","2020-01-01"
1700,"onboarding complete","2020-01-01"
1702,"onboarding complete","2020-01-01"
1703,"onboarding complete","2020-01-01"
1704,"onboarding complete","2020-01-01"
1705,"onboarding complete","2020-01-01"
1706,"onboarding complete","2020-01-01"
1708,"onboarding complete","2020-01-01"
1709,"onboarding complete","2020-01-01"
1710,"onboarding complete","2020-01-01"
1712,"onboarding complete","2020-01-01"
1713,"onboarding complete","2020-01-01"
1715,"onboarding complete","2020-01-01"
1717,"onboarding complete","2020-01-01"
1719,"onboarding complete","2020-01-01"
1720,"onboarding complete","2020-01-01"
1721,"onboarding complete","2020-01-01"
1723,"onboarding complete","2020-01-01"
1724,"onboarding complete","2020-01-01"
1725,"onboarding complete","2020-01-01"
1726,"onboarding complete","2020-01-01"
1727,"onboarding complete","2020-01-01"
1728,"onboarding complete","2020-01-01"
1729,"onboarding complete","2020-01-01"
1733,"onboarding complete","2020-01-01"
1734,"onboarding complete","2020-01-01"
1735,"onboarding complete","2020-01-01"
1736,"onboarding complete","2020-01-01"
1738,"onboarding complete","2020-01-01"
1739,"onboarding complete","2020-01-01"
1740,"onboarding complete","2020-01-01"
1741,"onboarding complete","2020-01-01"
1742,"onboarding complete","2020-01-01"
1743,"onboarding complete","2020-01-01"
1744,"onboarding complete","2020-01-01"
1745,"onboarding complete","2020-01-01"
1746,"onboarding complete","2020-01-01"
1748,"onboarding complete","2020-01-01"
1749,"onboarding complete","2020-01-01"
1750,"onboarding complete","2020-01-01"
1752,"onboarding complete","2020-01-01"
1753,"onboarding complete","2020-01-01"
1754,"onboarding complete","2020-01-01"
1755,"onboarding complete","2020-01-01"
1756,"onboarding complete","2020-01-01"
1757,"onboarding complete","2020-01-01"
1758,"onboarding complete","2020-01-01"
1760,"onboarding complete","2020-01-01"
1761,"onboarding complete","2020-01-01"
1762,"onboarding complete","2020-01-01"
1763,"onboarding complete","2020-01-01"
1764,"onboarding complete","2020-01-01"
1765,"onboarding complete","2020-01-01"
1767,"onboarding complete","2020-01-01"
1768,"onboarding complete","2020-01-01"
1769,"onboarding complete","2020-01-01"
1771,"onboarding complete","2020-01-01"
1772,"onboarding complete","2020-01-01"
1773,"onboarding complete","2020-01-01"
1774,"onboarding complete","2020-01-01"
1776,"onboarding complete","2020-01-01"
1778,"onboarding complete","2020-01-01"
1779,"onboarding complete","2020-01-01"
1780,"onboarding complete","2020-01-01"
1781,"onboarding complete","2020-01-01"
1783,"onboarding complete","2020-01-01"
1785,"onboarding complete","2020-01-01"
1786,"onboarding complete","2020-01-01"
1787,"onboarding complete","2020-01-01"
1790,"onboarding complete","2020-01-01"
1792,"onboarding complete","2020-01-01"
1793,"onboarding complete","2020-01-01"
1797,"onboarding complete","2020-01-01"
1798,"onboarding complete","2020-01-01"
1799,"onboarding complete","2020-01-01"
1800,"onboarding complete","2020-01-01"
1801,"onboarding complete","2020-01-01"
1803,"onboarding complete","2020-01-01"
1804,"onboarding complete","2020-01-01"
1805,"onboarding complete","2020-01-01"
1806,"onboarding complete","2020-01-01"
1807,"onboarding complete","2020-01-01"
1808,"onboarding complete","2020-01-01"
1809,"onboarding complete","2020-01-01"
1810,"onboarding complete","2020-01-01"
1811,"onboarding complete","2020-01-01"
1815,"onboarding complete","2020-01-01"
1816,"onboarding complete","2020-01-01"
1817,"onboarding complete","2020-01-01"
1819,"onboarding complete","2020-01-01"
1820,"onboarding complete","2020-01-01"
1821,"onboarding complete","2020-01-01"
1822,"onboarding complete","2020-01-01"
1823,"onboarding complete","2020-01-01"
1824,"onboarding complete","2020-01-01"
1827,"onboarding complete","2020-01-01"
1828,"onboarding complete","2020-01-01"
1829,"onboarding complete","2020-01-01"
1830,"onboarding complete","2020-01-01"
1832,"onboarding complete","2020-01-01"
1833,"onboarding complete","2020-01-01"
1834,"onboarding complete","2020-01-01"
1835,"onboarding complete","2020-01-01"
1836,"onboarding complete","2020-01-01"
1837,"onboarding complete","2020-01-01"
1838,"onboarding complete","2020-01-01"
1839,"onboarding complete","2020-01-01"
1840,"onboarding complete","2020-01-01"
1843,"onboarding complete","2020-01-01"
1844,"onboarding complete","2020-01-01"
1846,"onboarding complete","2020-01-01"
1847,"onboarding complete","2020-01-01"
1848,"onboarding complete","2020-01-01"
1851,"onboarding complete","2020-01-01"
1852,"onboarding complete","2020-01-01"
1856,"onboarding complete","2020-01-01"
1857,"onboarding complete","2020-01-01"
1859,"onboarding complete","2020-01-01"
1861,"onboarding complete","2020-01-01"
1863,"onboarding complete","2020-01-01"
1865,"onboarding complete","2020-01-01"
1866,"onboarding complete","2020-01-01"
1867,"onboarding complete","2020-01-01"
1868,"onboarding complete","2020-01-01"
1870,"onboarding complete","2020-01-01"
1871,"onboarding complete","2020-01-01"
1872,"onboarding complete","2020-01-01"
1873,"onboarding complete","2020-01-01"
1874,"onboarding complete","2020-01-01"
1877,"onboarding complete","2020-01-01"
1879,"onboarding complete","2020-01-01"
1880,"onboarding complete","2020-01-01"
1881,"onboarding complete","2020-01-01"
1884,"onboarding complete","2020-01-01"
1886,"onboarding complete","2020-01-01"
1887,"onboarding complete","2020-01-01"
1888,"onboarding complete","2020-01-01"
1889,"onboarding complete","2020-01-01"
1890,"onboarding complete","2020-01-01"
1892,"onboarding complete","2020-01-01"
1893,"onboarding complete","2020-01-01"
1895,"onboarding complete","2020-01-01"
1896,"onboarding complete","2020-01-01"
1897,"onboarding complete","2020-01-01"
1898,"onboarding complete","2020-01-01"
1902,"onboarding complete","2020-01-01"
1903,"onboarding complete","2020-01-01"
1905,"onboarding complete","2020-01-01"
1906,"onboarding complete","2020-01-01"
1907,"onboarding complete","2020-01-01"
1909,"onboarding complete","2020-01-01"
1910,"onboarding complete","2020-01-01"
1911,"onboarding complete","2020-01-01"
1912,"onboarding complete","2020-01-01"
1913,"onboarding complete","2020-01-01"
1916,"onboarding complete","2020-01-01"
1917,"onboarding complete","2020-01-01"
1918,"onboarding complete","2020-01-01"
1919,"onboarding complete","2020-01-01"
1921,"onboarding complete","2020-01-01"
1922,"onboarding complete","2020-01-01"
1923,"onboarding complete","2020-01-01"
1924,"onboarding complete","2020-01-01"
1925,"onboarding complete","2020-01-01"
1926,"onboarding complete","2020-01-01"
1927,"onboarding complete","2020-01-01"
1928,"onboarding complete","2020-01-01"
1931,"onboarding complete","2020-01-01"
1932,"onboarding complete","2020-01-01"
1933,"onboarding complete","2020-01-01"
1936,"onboarding complete","2020-01-01"
1937,"onboarding complete","2020-01-01"
1938,"onboarding complete","2020-01-01"
1940,"onboarding complete","2020-01-01"
1941,"onboarding complete","2020-01-01"
1942,"onboarding complete","2020-01-01"
1943,"onboarding complete","2020-01-01"
1944,"onboarding complete","2020-01-01"
1945,"onboarding complete","2020-01-01"
1946,"onboarding complete","2020-01-01"
1947,"onboarding complete","2020-01-01"
1948,"onboarding complete","2020-01-01"
1949,"onboarding complete","2020-01-01"
1950,"onboarding complete","2020-01-01"
1951,"onboarding complete","2020-01-01"
1952,"onboarding complete","2020-01-01"
1953,"onboarding complete","2020-01-01"
1954,"onboarding complete","2020-01-01"
1955,"onboarding complete","2020-01-01"
1956,"onboarding complete","2020-01-01"
1959,"onboarding complete","2020-01-01"
